,norm_form,True label,Predicted,Norm morph features,Transformed morph features
8,_изгнанничество#,изгнанничествах,изгнанничесввах,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,loct"
9,_заслюнил#,заслюните,заслюньте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
10,_тебенёк#,тебеньком,тебенёком,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
11,_хитря#,хитривши,хитревши,"GRND,impf,intr pres","GRND,impf,intr past,V-sh"
12,_придаю#,придавало,придало,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran neut,sing,past,indc"
13,_долголетен#,долголетня,долголетна,"ADJS masc,sing","ADJS femn,sing"
14,_перевыбрал#,перевыберите,перевбберите,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
15,_10-й#,10-е,16-е,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,nomn"
16,_отторгнулся#,отторгся,отторгнулся,"VERB,perf,intr masc,sing,past,indc,Infr","VERB,perf,intr masc,sing,past,indc"
0,_пожил#,поживи,пожьй,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
1,_вылощен#,вылощенно,вылощно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
2,_трухнул#,трухнёшь,трухнешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
3,_озлил#,озлят,озольют,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
4,_верезжу#,верезжат,верездят,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
5,_о'кей#,о'кей,оокей,INTJ,INTJ
6,_ездок#,ездоком,ездком,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
7,_либерально-демократический#,либерально-демократического,либерально-демократичесеко,"ADJF masc,sing,nomn","ADJF masc,sing,gent"
8,_пристигнувший#,пристигшею,пристигнувшею,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv femn,sing,ablt,V-ey"
9,_опивки#,опивок,опивков,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
10,_калининградпромпроект#,калининградпромпроектами,калининградпромпроктами,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,ablt"
0,_засекретился#,засекретьтесь,засекретитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
1,_врыл#,врою,врое,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
2,_тру#,тёрла,трала,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
3,_мякну#,мякнешь,мякнёшь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
4,_отблаговестил#,отблаговестите,отблаговещтьте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
5,_материально-вещественный#,материально-вещественными,материально-вещесвенными,"ADJF masc,sing,nomn","ADJF plur,ablt"
6,_настигнувший#,настигшем,настигнувшем,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv masc,sing,loct"
7,_таранчу#,тарантили,таранчили,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
8,_мутужу#,мутузило,мутужило,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran neut,sing,past,indc"
0,_начинённый#,начиненными,начинёнными,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,ablt,Infr"
1,_разъярил#,разъяри,разъярь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
2,_шрифтопереноситель#,шрифтопереносителей,шрифтопереноститеей,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
3,_вологдасельхозтехника#,вологдасельхозтехнику,вологдасельхозтехника,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,accs"
4,_кряшен#,кряшена,кряшна,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
5,_зашушукался#,зашушукаемтесь,зашушуеаемтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
6,_махающий#,машущая,махающая,"PRTF,impf,intr,pres,actv masc,sing,nomn,Infr","PRTF,impf,intr,pres,actv femn,sing,nomn"
0,_догружённый#,догружённому,догруженному,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,datv,Infr"
1,_чёркаемый#,черкаемый,чёркаемый,"PRTF,impf,tran,pres,pssv masc,sing,nomn,Infr","PRTF,impf,tran,pres,pssv inan,masc,sing,accs"
2,_алексндровна#,алексндровне,алексддровне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,loct"
3,_какой-нибудь#,каком-нибудь,каком-нибуд,"ADJF,Apro masc,sing,nomn","ADJF,Apro masc,sing,loct"
4,_видеофонограмма#,видеофонограмме,видеофонограмем,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,loct"
5,_уяснил#,уясню,уяснию,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
6,_пажусь#,пазилась,пажилась,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
7,_стенлиевна#,стенлиевны,стенльевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,nomn"
0,_шёлкокомбинат#,шёлкокомбинаты,шёлкокомбина,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
1,_индустриализированный#,индустриализированного,индустриализировавного,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv anim,masc,sing,accs"
2,_бутурлиновкаагропромтранс#,бутурлиновкаагропромтрансах,бутурлиновкагргропомтрансах,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,loct"
3,_начинённый#,начиненном,начинённом,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,loct,Infr"
4,_перелизал#,перелижут,перелизают,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
5,_борясь#,боровшись,борившись,"GRND,impf,intr pres","GRND,impf,intr past,V-sh"
6,_перелизал#,перелижем,перелизаем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
7,_никой#,никоей,никой,"ADJF,Apro masc,sing,nomn","ADJF,Apro femn,sing,loct"
8,_пригорюнившись#,пригорюнясь,пригорянясь,"GRND,perf,intr past,V-sh","GRND,perf,intr past,Fimp"
9,_убил#,убьют,убят,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
0,_остальной#,остальным,остальим,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro plur,datv"
1,_выцвел#,выцветем,выцвеем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
2,_подволочённый#,подволочённое,подволоченное,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,nomn"
3,_отмахался#,отмашись,отмашься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl,Infr"
4,_удовлетворённый#,удовлетворённой,удовлевворёрнбо,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,loct"
5,_пигментно-переводной#,пигментно-переводными,пигментно-пероводными,"ADJF masc,sing,nomn","ADJF plur,ablt"
6,_противопараллаксный#,противопараллаксным,противопаралакакным,"ADJF masc,sing,nomn","ADJF plur,datv"
7,_марыйский#,марыйской,маройской,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
8,_достиг#,достигнем,достинём,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
9,_удовлетворённый#,удовлетворённого,удовлевворёнобою,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx neut,sing,gent"
10,_наслал#,нашлют,наслут,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
11,_кошённый#,кошенный,кошённый,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv masc,sing,nomn"
12,_начинённый#,начиненную,начинённую,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,accs,Infr"
0,_джумаева#,джумаевой,джумоевой,"NOUN,anim,femn,Sgtm,Surn sing,nomn","NOUN,anim,femn,Sgtm,Surn sing,datv"
1,_водосливной#,водосливных,водосливным,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
2,_аутбреден#,аутбредно,аутрредно,"ADJS masc,sing","ADJS neut,sing"
3,_умертвлён#,умерщвлены,умертвлены,"PRTS,perf,past,pssv masc,sing,Infr","PRTS,perf,past,pssv plur"
4,_человеконенавистница#,человеконенавистницы,человеконенавистнацы,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,nomn"
5,_срифмовал#,срифмуем,сриммуем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
6,_обделался#,обделаемтесь,обделемтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
7,_неразрезной#,неразрезные,неразрезное,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
8,_нежусь#,нежились,нежались,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
9,_удавил#,удавите,удавьте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
0,_дальорглестехмонтаж#,дальорглестехмонтажов,дальорглестехмонтжов,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent,Infr"
1,_аскербиевич#,аскербьевича,аскербиевича,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr sing,accs"
2,_ягнёнок#,ягнёнке,ягнятке,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
3,_увожу#,увозит,увожит,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,3per,pres,indc"
4,_шью#,шьём,шьем,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,1per,pres,indc"
5,_взвесь#,взвесей,взвевей,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
6,_ускорен#,ускоренна,ускорна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
0,_лешуконскремтехпредхимснаб#,лешуконскремтехпредхимснабы,лешуконскремтехпредхиснабы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
1,_перезаряжённый#,перезаряжёнными,перезаряжённими,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,ablt,Infr"
2,_чей-нибудь#,чьим-нибудь,чьими-ьнммб,"ADJF,Apro masc,sing,nomn","ADJF,Apro neut,sing,ablt"
3,_опьянил#,опьяни,опьянь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
4,_слабозамкнутее#,послабозамкнутей,послабозаккнутей,"COMP,Qual","COMP,Qual Cmp2,V-ej"
5,_брачок#,брачку,брачки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
6,_приулёгся#,приуляжемся,проуляжемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
7,_осетин-дигорец#,осетине-дигорце,осети-д-игорце,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
0,_терпну#,терпнут,теронут,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
1,_несуществен#,несущественен,несуществененен,"ADJS,Qual masc,sing","ADJS,Qual masc,sing,V-en"
2,_экспериментально-исследовательский#,экспериментально-исследовательских,экспериментально-сиследоватеньдоваветсле,"ADJF masc,sing,nomn","ADJF plur,gent"
3,_равновесие#,равновесьям,равновесиям,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,datv,V-be"
4,_замундштученный#,замундштученного,замундттученного,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,gent"
5,_шьюсь#,шилось,шьялось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
6,_свежеотформатированный#,свежеотформатированные,свежеотформотированные,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,nomn"
7,_паяц#,паяцев,пайцев,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
0,_овен#,овна,овена,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
1,_габдулхай#,габдулхаями,габдулхами,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
2,_пропласток#,пропластки,пропластоки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
3,_росагропромтехпроект#,росагропромтехпроекты,росагропромтеппроекты,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
0,_вонзён#,вонзено,вонзёно,"PRTS,perf,past,pssv masc,sing","PRTS,perf,past,pssv neut,sing"
1,_кобиевна#,кобиевны,кобьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,nomn"
2,_мелюсь#,мололись,мелились,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
3,_прошпаклёван#,прошпаклёваны,прошпаклеваны,"PRTS,perf,past,pssv masc,sing","PRTS,perf,past,pssv plur"
4,_обнял#,обними,обнянь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
5,_цепень#,цепню,цепеню,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,datv"
6,_понабрехал#,понабрешу,понабреху,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
7,_мечусь#,метятся,мечатся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
0,_припахал#,припашем,припахем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
1,_пример#,примрёте,примеёте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
2,_метущийся#,метущемуся,мечущемуся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv neut,sing,datv"
3,_выдрался#,выдерется,выдерётся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
4,_турборасширитель#,турборасширители,турборасширтелили,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
5,_ветвисторогий#,ветвисторогим,ветивисорогим,"ADJF masc,sing,nomn","ADJF plur,datv"
6,_междуосевой#,междуосевому,межудосевому,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
7,_махающийся#,машущихся,махающихся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv plur,gent,Infr"
0,_шкожу#,шкодь,шкоди,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
1,_рижанин#,рижанами,рижанинами,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
2,_девяностодевятилетний#,девяностодевятилетнем,девяностодевтителенем,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
3,_финка-ингерманландка#,финкою-ингерманландкою,финка-ингерманлондкою,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,ablt,V-oy"
4,_перекинув#,перекисши,перекинувши,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
5,_наглодался#,наглодаются,наглодатся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc,Infr"
6,_самобичевание#,самобичеванье,самобьчеванье,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,loct,V-be"
7,_нерская#,нерскую,нерскаю,"NOUN,inan,femn,Sgtm,Geox sing,nomn","NOUN,inan,femn,Sgtm,Geox sing,accs"
0,_лесотец#,лесотцам,лесттцам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
1,_пою#,поил,пол,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran masc,sing,past,indc"
2,_хлопья#,хлопьев,хлопьей,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
3,_изд-во#,изд-ва,изд-воа,"NOUN,inan,neut,Abbr sing,nomn","NOUN,inan,neut,Abbr sing,gent"
4,_посек#,посеките,посекните,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
5,_бишкек#,бишкек,бишеко,"NOUN,inan,masc,Geox sing,nomn","NOUN,inan,masc,Geox sing,accs"
6,_никотинамидадениндинуклеотид#,никотинамидадениндинуклеотиду,никотинамидадениндинуклеоьдиду,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
7,_любительство#,любительством,любительевом,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,ablt"
8,_кедайняй#,кедайняем,кедаеняем,"NOUN,inan,masc,Sgtm,Geox sing,nomn","NOUN,inan,masc,Sgtm,Geox sing,ablt"
9,_вагыйзовна#,вагыйзовнами,вагуйзовнами,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,ablt"
0,_прочувствованный#,прочувствованной,прочувствововной,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,gent"
1,_кобиевна#,кобиевне,кобьевне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,datv"
2,_придаюсь#,придавайтесь,придайтесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
3,_противострептококковый#,противострептококковым,противострептококовывм,"ADJF masc,sing,nomn","ADJF plur,datv"
4,_обогнал#,обгонимте,обогнимте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
5,_устье#,устьев,устий,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
6,_товарно-кредитен#,товарно-кредитны,товарно-кредитенны,"ADJS masc,sing",ADJS plur
7,_выплел#,выплети,выплей,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
8,_интрамолекулярен#,интрамолекулярно,интрамолькулярно,"ADJS masc,sing","ADJS neut,sing"
9,_перестановил#,перестановит,перестанует,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
0,_хантымансийскнефтегазгеология#,хантымансийскнефтегазгеологии,хантымансийскнефтегазгеолиии,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,datv"
1,_гуриец#,гурийце,гуриеце,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
2,_дорожу#,дорожите,дородите,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
3,_манхеттен#,манхэттену,манхеттену,"NOUN,inan,masc,Geox sing,nomn,Infr","NOUN,inan,masc,Geox sing,datv"
4,_гариевна#,гарьевнах,гариевнах,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,loct"
5,_порчу#,портьте,порчьте,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,impr,excl,Infr"
6,_плачу#,плакала,платила,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
7,_осреднен#,осреднено,осредненно,"ADJS masc,sing","ADJS neut,sing"
8,_посвятил#,посвящу,посвячу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
9,_ращусь#,растилась,расталась,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
10,_выплел#,выплетемте,выплеемте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
11,_человеконенавистница#,человеконенавистниц,человеконенавистнац,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,gent"
12,_чехвалюсь#,чехвалитесь,чехветесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
13,_социально-культурный#,социально-культурному,социально-культурому,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
14,_будапештец#,будапештца,будапцштца,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
0,_блещу#,блистай,блести,"VERB,impf,intr sing,1per,pres,indc,Infr","VERB,impf,intr sing,impr,excl"
1,_проникся#,проникнитесь,прониситесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
2,_манежу#,манежите,манедите,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,2per,pres,indc"
3,_искажённее#,поискаженней,поискажённей,"COMP,Qual","COMP,Qual Cmp2,V-ej,Infr"
4,_бормочусь#,бормоталось,бормотилось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
5,_интернационализировавшийся#,интернационализировавшихся,интернационализировавихся,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv plur,loct"
6,_двигательно-функциональный#,двигательно-функциональном,двигательно-фукциональном,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
7,_шуба#,шубых,шуб,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,accs"
0,_воссел#,воссядем,восседем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
1,_эллиевна#,элльевну,эллиевну,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,accs"
2,_перераспределённый#,перераспределённых,перераспределённыы,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,gent"
3,_седок#,седоком,седком,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
4,_остальной#,остальными,остальыми,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro plur,ablt"
5,_благотворительствуя#,благотворительствовавши,благотворительсвшовши,"GRND,impf,intr pres","GRND,impf,intr past,V-sh"
6,_дубашу#,дубасила,дубашила,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
7,_волговятмашэлектроснабсбыт#,волговятмашэлектроснабсбыту,волговятмашэлектроснабсбыст,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
8,_бедро#,бёдрах,бедрах,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,loct"
9,_обаял#,обаяете,обаете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
10,_рассекретился#,рассекретьтесь,рассекретитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
11,_застал#,застань,застани,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
0,_диоптриен#,диоптрийны,диоптриены,"ADJS masc,sing",ADJS plur
1,_мочеизнурение#,мочеизнурения,мочизнурения,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,nomn"
2,_мюльнее#,помюльней,помьней,"COMP,Qual","COMP,Qual Cmp2,V-ej"
3,_изошедший#,исшедший,изошедший,"PRTF,perf,intr,past,actv masc,sing,nomn","PRTF,perf,intr,past,actv masc,sing,nomn,Infr"
4,_взъелся#,взъедятся,взъедся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
5,_подстыл#,подстыньте,подстыльте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
6,_лущусь#,лущилось,лустилось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
7,_счастие#,счастье,счастие,"NOUN,inan,neut sing,nomn,V-ie","NOUN,inan,neut sing,accs"
8,_полотенчико#,полотенчиками,полотенчикими,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,ablt"
0,_монокок#,монококами,монкоками,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
1,_андриана#,андриан,андрина,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name plur,accs"
2,_турлыкавший#,турлыкавшей,турлычавшей,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv femn,sing,gent"
3,_томошусь#,томошился,томосился,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
4,_изрежен#,изречён,изрежен,"PRTS,perf,past,pssv,Arch masc,sing,Erro","PRTS,perf,past,pssv,Arch masc,sing"
0,_обстою#,обстоял,обстоил,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
1,_автотермоионно-эмиссионный#,автотермоионно-эмиссионному,автотермоионно-эмиссионну,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
2,_электротеплоаккумулятор#,электротеплоаккумулятору,электротеплоаккумулятру,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
3,_ракля#,раклей,раклёй,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt"
4,_жёлудь#,желудям,жёлудям,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
5,_взбрыкнул#,взбрыкнём,взбрыкнем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
6,_восхвалил#,восхвалите,восхвальте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
7,_воссел#,воссядь,воссей,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
8,_вывел#,выведу,вывею,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
0,_мияся#,миясю,миюсю,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name sing,accs"
1,_киёк#,кийками,киёками,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
2,_дизель#,дизелем,дизллём,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
3,_норденшёльд#,норденшёльду,норденшлёльду,"NOUN,anim,masc,Sgtm,Surn sing,nomn","NOUN,anim,masc,Sgtm,Surn sing,datv"
4,_компенсаторно-приспособителен#,компенсаторно-приспособительны,компенсаторно-приспособитислосоиителепси,"ADJS masc,sing",ADJS plur
5,_13-й#,13-ый,11-й,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum inan,masc,sing,accs"
6,_валериевна#,валериевне,валерьевне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,loct"
7,_мурмансккнига#,мурмансккнигу,мурмансккниау,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,accs"
8,_прошипел#,прошиплю,прошимлю,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
0,_прививок#,прививки,прививоки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
1,_полузабытьё#,полузабытьём,полузабытьем,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,ablt"
2,_изя#,изю,изя,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name sing,accs"
3,_начинённый#,начиненною,начинённою,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,ablt,V-oy,Infr"
4,_озябнув#,озябши,озябнувши,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
