,norm_form,True label,Predicted,Norm morph features,Transformed morph features
1,_отобедал#,_отобедаете,_отбедаете,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
2,_18-й#,_18-ого,_11-ого,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,gent"
3,_подьячий#,_подьячему,_подьячию,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,datv"
4,_дожал#,_дожнёт,_дожмёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
5,_диизопропиламиноэтанол#,_диизопропиламиноэтанолом,_диизопропиламиноэтанлоом,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
6,_стряпчий#,_стряпчим,_стряпчием,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
7,_подволочённый#,_подволочённый,_подволоченный,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv inan,masc,sing,accs"
8,_гексаметилендиаминсебацинат#,_гексаметилендиаминсебацинатов,_гексаметилендиаминсебнатах,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
0,_карий#,_карего,_кариего,"ADJF masc,sing,nomn","ADJF anim,masc,sing,accs"
1,_полибутадиеннитрилакриловый#,_полибутадиеннитрилакриловым,_полибутадиеннитрикарлывым,"ADJF masc,sing,nomn","ADJF neut,sing,ablt"
2,_абулганиевна#,_абулганиевны,_абулганьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,nomn"
3,_адиевна#,_адиевной,_адьевной,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,ablt"
0,_зачуял#,_зачуем,_зачуяем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
1,_новое#,_новых,_новоях,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,loct"
0,_сапог#,_сапог,_сапогов,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
1,_гонококк#,_гонококков,_гонококов,"NOUN,anim,masc,Inmx sing,nomn","NOUN,anim,masc,Inmx plur,accs"
2,_афридиевна#,_афридиевен,_афридьевен,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,accs"
3,_воспитательно-исправительный#,_воспитательно-исправительных,_воспитательно-испиравительных,"ADJF masc,sing,nomn","ADJF plur,gent"
4,_нижневартовскнефтепрогресс#,_нижневартовскнефтепрогрессов,_нижневартовскнефтепрогстров,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
5,_стегно#,_стеген,_стегно,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
0,_транслирующе-компилирующий#,_транслирующе-компилирующую,_транслирующе-компирирующую,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
1,_перепел#,_перепоют,_перепеют,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
2,_ворчу#,_ворчал,_ворчил,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
3,_послался#,_пошлются,_послются,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
4,_смоленскспиртпищеагропром#,_смоленскспиртпищеагропроме,_смоленскспиртпищегропроем,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,loct"
0,_ультравысокотемпературный#,_ультравысокотемпературной,_ультравысокотемпертутрой,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
1,_корнаю#,_корнает,_корнаёт,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,3per,pres,indc"
2,_передняя#,_передней,_передняи,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,gent"
3,_горошек#,_горошка,_горошека,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gen1"
0,_ультравысокотемпературный#,_ультравысокотемпературный,_ультравысокотемпертутриный,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
1,_образ#,_образа,_образы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
2,_автотермоионно-эмиссионный#,_автотермоионно-эмиссионного,_автотермоионно-эмиссисного,"ADJF masc,sing,nomn","ADJF neut,sing,gent"
3,_номинально-символический#,_номинально-символическим,_номинально-символивечским,"ADJF masc,sing,nomn","ADJF plur,datv"
4,_ёршик#,_ёршика,_ершика,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
0,_подвыпил#,_подвыпью,_подвыплю,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
1,_сапсан#,_сапсанов,_сапсан,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
2,_отхаркнулся#,_отхаркнемся,_отхаркнёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
3,_девяностотрёхлетен#,_девяностотрёхлетни,_девяностотрёхлетны,"ADJS masc,sing",ADJS plur
4,_унюхал#,_унюхаем,_уйнюаем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
5,_отёрся#,_отрёмся,_оторёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
0,_подпортил#,_подпорть,_подопрть,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl,Infr"
1,_стебло#,_стёбел,_стебол,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
2,_чеченка-аккинка#,_чеченке-аккинке,_чеченка-аккинке,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,loct"
3,_присел#,_присядь,_присяй,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
4,_порфириевна#,_порфирьевне,_порфириевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,loct"
5,_который-то#,_которых-то,_которым-то,"ADJF,Apro masc,sing,nomn","ADJF,Apro plur,gent"
0,_ссутулился#,_ссутулься,_ссутулись,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
1,_авелиевич#,_авельевичей,_авелиевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,gent"
2,_сырокомля#,_сырокомлею,_сырокомлень,"NOUN,anim,masc,Sgtm,Surn sing,nomn","NOUN,anim,masc,Sgtm,Surn sing,ablt,V-ey"
0,_транслирующе-компилирующий#,_транслирующе-компилирующей,_транслирующе-компирирующей,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
1,_облокочённый#,_облокоченным,_облокочённым,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,ablt"
2,_поиссякнув#,_поиссякнувши,_поиссякши,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
3,_отблистал#,_отблещем,_отблестаем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc,Infr"
4,_строённый#,_строенному,_строённому,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv masc,sing,datv"
5,_полячонок#,_полячонками,_полячатами,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
0,_праща#,_пращою,_пращёю,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt,V-oy"
1,_стул#,_стульям,_стулам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
2,_раззуделся#,_раззудятся,_раззудеются,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
0,_колыхающийся#,_колыхающемуся,_колышущемуся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv masc,sing,datv"
1,_мерюсь#,_меряешься,_мерешься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc,Infr"
0,_западня#,_западней,_западен,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
1,_знаменный#,_знамённой,_знаменной,"ADJF,Qual masc,sing,nomn","ADJF,Qual femn,sing,gent"
2,_дожал#,_дожнут,_дожмут,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
3,_произошедший#,_происшедшей,_произошедшей,"PRTF,perf,intr,past,actv masc,sing,nomn,Infr","PRTF,perf,intr,past,actv femn,sing,loct"
4,_афридиевна#,_афридиевну,_афридьевну,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,accs"
0,_изошедший#,_исшедшее,_изошедшее,"PRTF,perf,intr,past,actv masc,sing,nomn","PRTF,perf,intr,past,actv neut,sing,nomn,Infr"
1,_18-й#,_18-го,_11-ого,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,gent"
2,_орущий#,_орущей,_орющей,"PRTF,impf,tran,pres,actv masc,sing,nomn","PRTF,impf,tran,pres,actv femn,sing,datv"
3,_абдул-ганиевич#,_абдул-ганиевичей,_абдул-ганьевичей,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,accs"
4,_присюсюкиваю#,_присюсюкиваешь,_приссюскиваешь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
5,_утончён#,_утончённо,_утончёно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
0,_пронял#,_проймёте,_проняете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
1,_сякой#,_сяких,_сякоих,"ADJF,Apro masc,sing,nomn","ADJF,Apro plur,loct"
2,_номинально-символический#,_номинально-символических,_номинально-символивечских,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
3,_зачуял#,_зачуемте,_зачуяемте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
4,_разболелся#,_разболится,_разболеется,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
0,_заурбиевна#,_заурбиевны,_заурбьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,nomn"
1,_петрозаводскагропроммонтаж#,_петрозаводскагропроммонтажа,_петрозаводскагропроммомтажа,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,gent"
2,_адыча#,_адычой,_адычей,"NOUN,inan,femn,Sgtm,Geox sing,nomn","NOUN,inan,femn,Sgtm,Geox sing,ablt"
3,_посрал#,_посри,_посрай,"VERB,perf,intr,Infr masc,sing,past,indc","VERB,perf,intr,Infr sing,impr,excl"
4,_ставлен#,_ставлена,_ставльна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
5,_курень#,_куренём,_курнем,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
0,_ганец#,_ганцев,_ганцов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
1,_эгедиевич#,_эгедьевичам,_эгедиевичам,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,datv"
2,_чёс#,_чёса,_чеса,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
3,_аксён#,_аксёнами,_аксенами,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,ablt"
0,_девяностотрёхлетен#,_девяностотрёхлетня,_девяностотрёхлетна,"ADJS masc,sing","ADJS femn,sing"
1,_мучаю#,_мучим,_мучаем,"VERB,impf,tran sing,1per,pres,indc,Infr","VERB,impf,tran plur,1per,pres,indc"
2,_ворожу#,_ворожила,_вородила,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
3,_неударен#,_неударенна,_неударна,"ADJS masc,sing","ADJS femn,sing"
4,_пристигнувший#,_пристигнувшим,_пристигшим,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv neut,sing,ablt,Infr"
5,_диизопропиламиноэтанол#,_диизопропиламиноэтанолы,_диизопропиламиноэтанлоы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
0,_бареж#,_барежем,_барежом,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
1,_порошусь#,_поросимся,_порошимся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
2,_облокочённый#,_облокоченными,_облокочёнными,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,ablt"
3,_ливнесток#,_ливнестоку,_ливнестку,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
4,_борюсь#,_боретесь,_боритесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
5,_фототок#,_фототоков,_фототков,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
0,_физкультурно-оздоровительный#,_физкультурно-оздоровительному,_физкультурно-оздорвительному,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
1,_афридиевич#,_афридиевиче,_афридьевиче,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,loct"
0,_богочеловек#,_боголюди,_богочеловеки,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
1,_колыхающийся#,_колыхающийся,_колышущийся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv inan,masc,sing,accs"
0,_лукава#,_лукавых,_лукав,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,gent"
1,_перепел#,_перепой,_перепей,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
2,_двигательно-функциональный#,_двигательно-функциональною,_двигательно-функцоанльною,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
3,_роюсь#,_роетесь,_роитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
4,_барин#,_барам,_баринам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
5,_пространственно-временной#,_пространственно-временной,_пространственнов-ременной,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
0,_стегно#,_стёгна,_стегна,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
1,_коминефтедорстройремонт#,_коминефтедорстройремонте,_коминефтедорстройроменте,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,loct"
2,_полмиллиона#,_полмиллионе,_полумиллионе,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,loct"
3,_орущий#,_орущие,_орющие,"PRTF,impf,tran,pres,actv masc,sing,nomn","PRTF,impf,tran,pres,actv plur,nomn"
4,_плачу#,_плачьте,_платите,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
5,_9-й#,_9-го,_4-ого,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,gent"
6,_неписан#,_неписана,_неписанна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
7,_сфискалил#,_сфискалим,_сфищекаем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
0,_гонококк#,_гонококков,_гонококов,"NOUN,anim,masc,Inmx sing,nomn","NOUN,anim,masc,Inmx plur,gent"
1,_десна#,_дёснами,_деснами,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,ablt"
2,_лунь#,_лунём,_лунем,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
3,_понабрехал#,_понабреши,_понабрехай,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
4,_свожу#,_сводите,_свозите,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,2per,pres,indc"
0,_ломоть#,_ломтями,_ломотями,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
1,_чтусь#,_чтётесь,_чтитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
2,_махающийся#,_машущегося,_махающегося,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv masc,sing,gent,Infr"
3,_ноябрьскнефтедорстройремонт#,_ноябрьскнефтедорстройремонтами,_ноябрьскнефтедорстройтрами,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,ablt"
4,_среднее#,_средним,_среднем,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,ablt"
0,_экспериментально-исследовательский#,_экспериментально-исследовательскою,_экспериментально-исслесльслесьлесьлесьл,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
1,_теплённый#,_тепленному,_теплённому,"PRTF,impf,tran,past,pssv masc,sing,nomn","PRTF,impf,tran,past,pssv neut,sing,datv,Infr"
2,_отхлыстал#,_отхлыщем,_отхлыстаем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
3,_петрозаводскагропроммонтаж#,_петрозаводскагропроммонтажей,_петрозаводскагропроммомтажей,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
4,_простейшее#,_простейшим,_простейшем,"NOUN,anim,neut sing,nomn","NOUN,anim,neut sing,ablt"
0,_бак#,_бака,_бак,"NOUN,inan,masc,Sgtm,Fixd,Abbr sing,nomn","NOUN,inan,masc,Sgtm,Fixd,Abbr sing,gent,Infr"
1,_колыхающийся#,_колыхающимся,_колышущимся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv masc,sing,ablt"
2,_тв-информ#,_тв-информе,_твафнформе,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,loct"
3,_сервисэлектронполиграф#,_сервисэлектронполиграф,_сервисэлектронполигафи,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,accs"
0,_обезьяночеловек#,_обезьяночеловеками,_обезьяночеловками,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
1,_30-й#,_30-ой,_ми-й,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,loct"
2,_затворённый#,_затворенным,_затворённым,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,datv"
0,_компенсаторно-приспособительный#,_компенсаторно-приспособительным,_компенсаторно-приспосопстельным,"ADJF masc,sing,nomn","ADJF neut,sing,ablt"
1,_выдрался#,_выдерется,_выдрется,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
2,_человеконенавистничество#,_человеконенавистничеств,_человеконенавистнисетев,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
3,_дожал#,_дожнёшь,_дожмёшь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
4,_триметилоэтантринитрат#,_триметилоэтантринитраты,_триметилоэтантринираттраты,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
0,_афандиевич#,_афандиевичами,_афандьевичами,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,ablt"
1,_котёл#,_котлами,_котёлами,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
2,_дуоль#,_дуоли,_дули,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,gent"
3,_плочу#,_плотила,_плочила,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
0,_навоша#,_навоша,_навош,"NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn","NOUN,anim,femn,Sgtm,Fixd,Surn sing,datv"
1,_смержу#,_смердели,_смержели,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
2,_грызня#,_грызней,_грызен,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
3,_вяжу#,_вяжут,_вяжат,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,3per,pres,indc"
4,_сервисэлектронполиграф#,_сервисэлектронполиграфы,_сервисэлектронполографи,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,accs"
5,_планерный#,_планёрного,_планерного,"ADJF,Qual masc,sing,nomn","ADJF,Qual masc,sing,gent,Infr"
6,_серебрян#,_серебряны,_серебрянны,"ADJS,Qual masc,sing","ADJS,Qual plur"
0,_курень#,_куреня,_курня,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
1,_позвал#,_позовёт,_позвает,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
2,_знаменный#,_знамённому,_знаменному,"ADJF,Qual masc,sing,nomn","ADJF,Qual masc,sing,datv"
3,_абдулбариевич#,_абдулбариевичей,_абдулбарьевичей,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,gent"
0,_пространственно-временной#,_пространственно-временных,_пространственнов-ременных,"ADJF masc,sing,nomn","ADJF plur,loct"
1,_начинённый#,_начиненные,_начинённые,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,nomn,Infr"
0,_слепнувший#,_слепшим,_слепнувшим,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv plur,datv,Infr"
1,_тешу#,_тешили,_тешали,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,past,indc"
2,_культурно-просветительный#,_культурно-просветительным,_культурно-просветтельным,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
3,_баянгол#,_баянглом,_баянголом,"NOUN,inan,masc,Sgtm,Geox sing,nomn","NOUN,inan,masc,Sgtm,Geox sing,ablt"
4,_балетки#,_балеток,_балетков,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
5,_удрал#,_удерём,_удрадём,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
0,_государственно-муниципальный#,_государственно-муниципальною,_государственно-муницицительною,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
1,_аксён#,_аксёнов,_аксенов,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,gent"
2,_перезаряжённый#,_перезаряженное,_перезаряжённое,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,nomn"
3,_полмиллиона#,_полмиллионом,_полумиллионом,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,ablt"
4,_шеф-редактор#,_шеф-редакторов,_шефт-едакторов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
5,_полземли#,_полуземлёю,_полземлию,"NOUN,inan,femn,Sgtm sing,nomn","NOUN,inan,femn,Sgtm sing,ablt,V-ey"
6,_божий#,_божиим,_божим,"ADJF masc,sing,nomn","ADJF neut,sing,ablt,Litr"
0,_транслирующе-компилирующий#,_транслирующе-компилирующим,_транслирующе-компирирующим,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
1,_убиен#,_убиенны,_убийны,"ADJS,Qual masc,sing","ADJS,Qual plur"
2,_сажень#,_саженей,_сажней,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent,Infr"
3,_отжал#,_отожмёте,_отожнёте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
0,_подволочённый#,_подволочённом,_подволоченном,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,loct"
1,_подразостлал#,_подрасстелешь,_подразостелешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
2,_неразрешен#,_неразрешена,_неразрешна,"ADJS masc,sing","ADJS femn,sing"
0,_ссу#,_ссыте,_ссёте,"VERB,impf,intr,Infr sing,1per,pres,indc","VERB,impf,intr,Infr plur,2per,pres,indc"
1,_порфириевич#,_порфирьевичей,_порфириевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,gent"
2,_нижневартовскнефтепрогресс#,_нижневартовскнефтепрогресса,_нижневартовскнефтепрогса,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,gent"
3,_выпорхнул#,_выпорхнем,_выпорхнём,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
0,_психолого-импрессионистический#,_психолого-импрессионистическими,_психолого-импрессионисическими,"ADJF masc,sing,nomn","ADJF plur,ablt"
1,_лисий#,_лисьим,_лисиим,"ADJF,Poss masc,sing,nomn","ADJF,Poss masc,sing,ablt"
2,_архитектурно-планировочный#,_архитектурно-планировочных,_архитектурно-планировоных,"ADJF masc,sing,nomn","ADJF plur,loct"
3,_перчусь#,_перчилось,_пертилось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
4,_ульяновскжилкоммунпроект#,_ульяновскжилкоммунпроектам,_ульяновскжилкоммунскорам,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,datv"
5,_скачу#,_скачут,_скачат,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
0,_защусь#,_застимся,_защтимся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
1,_сфискалил#,_сфискалим,_сфищекаем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
2,_перезаряжённый#,_перезаряженном,_перезаряжённом,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv masc,sing,loct"
3,_шкожу#,_шкодит,_шкозит,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
4,_разжился#,_разживитесь,_разожьтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
0,_попростел#,_попростеем,_попростим,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
1,_скоблю#,_скобли,_скобь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,impr,excl"
2,_акакиевич#,_акакьевича,_акакиевича,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr sing,gent"
3,_воспринял#,_воспримемте,_восприняемте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
4,_гоношусь#,_гоношишься,_гоносишься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
5,_переступень#,_переступней,_переступеней,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
6,_ложь#,_лжи,_ложи,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,loct"
7,_савелиевна#,_савелиевен,_савельевен,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,accs"
0,_перенизал#,_перенижите,_перенизайте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
1,_изошёл#,_изыди,_изойди,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl,Arch"
2,_подвёл#,_подведу,_подоведу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
0,_пошёл#,_пойдём,_пошдём,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
1,_весь#,_вся,_веси,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro plur,accs,Arch"
2,_таранчу#,_тарантила,_таранчила,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
